Date,Open,High,Low,Close,Adj Close,Volume
2020-09-20,3.0216,3.0319,2.7,2.8628,4183733,4183733
2020-09-21,2.8628,3.0397,2.4689,2.7672,9634412,9634412
2020-09-22,2.7571,3.0107,2.65,2.9082,9798314,9798314
2020-09-23,2.9184,3.09,2.7001,2.8548,7980465,7980465
2020-09-24,2.855,3.2571,2.7804,3.1433,9088676,9088676
2020-09-25,3.1409,3.2766,2.9003,3.1937,7516842,7516842
2020-09-26,3.185,3.25,3.03,3.1287,4232119,4232119
2020-09-27,3.1292,3.1857,2.9819,3.1578,3052809,3052809
2020-09-28,3.1557,3.2109,2.908,2.9599,3987560,3987560
2020-09-29,2.9549,3.027,2.8735,2.9505,2801168,2801168
2020-09-30,2.9447,2.9838,2.8228,2.8967,2099223,2099223
2020-10-01,2.8967,2.9889,2.65,2.8669,3893342,3893342
2020-10-02,2.8667,2.8873,2.42,2.6232,7275003,7275003
2020-10-03,2.6231,2.6708,2.5356,2.5439,1435302,1435302
2020-10-04,2.542,2.5898,2.42,2.5202,1911132,1911132
2020-10-05,2.5181,2.683,2.4561,2.6522,2349406,2349406
2020-10-06,2.6486,2.6604,2.13,2.174,4217794,4217794
2020-10-07,2.1721,2.4083,2.081,2.3005,4681013,4681013
2020-10-08,2.3001,2.4569,2.0123,2.3638,6159554,6159554
2020-10-09,2.3686,2.63,2.303,2.5314,4668501,4668501
2020-10-10,2.5274,2.6056,2.3873,2.3999,3208987,3208987
2020-10-11,2.3988,2.4607,2.3401,2.4227,2160332,2160332
2020-10-12,2.4228,2.7044,2.4132,2.5836,5542124,5542124
2020-10-13,2.5826,2.5867,2.336,2.4062,4782866,4782866
2020-10-14,2.4061,2.4424,2.2331,2.3107,2631151,2631151
2020-10-15,2.3108,2.3485,2.1932,2.2682,1711559,1711559
2020-10-16,2.2648,2.269,2.1071,2.1398,3372968,3372968
2020-10-17,2.1374,2.2462,2.1107,2.2053,1058101,1058101
2020-10-18,2.2031,2.2595,2.1763,2.215,1061887,1061887
2020-10-19,2.2137,2.2148,2.05,2.0592,1903930,1903930
2020-10-20,2.0552,2.108,1.8401,1.885,3745710,3745710
2020-10-21,1.8873,2.11,1.8415,1.8887,6268421,6268421
2020-10-22,1.8868,2.09,1.8481,1.9582,3222019,3222019
2020-10-23,1.9566,1.9902,1.85,1.959,3003774,3003774
2020-10-24,1.9652,1.973,1.88,1.9142,1442961,1442961
2020-10-25,1.9175,1.9244,1.76,1.7926,2529847,2529847
2020-10-26,1.7925,1.8685,1.6121,1.6799,3511995,3511995
2020-10-27,1.6771,1.75,1.5906,1.711,4356215,4356215
2020-10-28,1.7084,1.7255,1.4508,1.518,5216558,5216558
2020-10-29,1.5166,1.5754,1.4148,1.4327,1842933,1842933
2020-10-30,1.4328,1.4726,1.3163,1.4381,1968214,1968214
2020-10-31,1.4383,1.558,1.4266,1.5497,1279143,1279143
2020-11-01,1.5497,1.6463,1.5137,1.608,1513803,1513803
2020-11-02,1.6076,1.6432,1.4621,1.4738,1329879,1329879
2020-11-03,1.4729,1.484,1.4062,1.4118,1417472,1417472
2020-11-04,1.4123,1.4144,1.2733,1.3912,3469939,3469939
2020-11-05,1.3895,1.4928,1.3,1.4007,2248173,2248173
2020-11-06,1.403,1.9482,1.3946,1.9,6594074,6594074
2020-11-07,1.9069,2.4975,1.8276,2.0215,18925496,18925496
2020-11-08,2.0264,2.2825,1.9608,2.1558,10113462,10113462
2020-11-09,2.1515,2.1991,1.9456,2.0299,6301466,6301466
2020-11-10,2.0383,2.3257,2.008,2.2661,4643502,4643502
2020-11-11,2.2665,2.3,1.9673,2.0,3969960,3969960
2020-11-12,2.0,2.06,1.825,1.9089,2966665,2966665
2020-11-13,1.9089,2.0808,1.8997,2.0141,3182612,3182612
2020-11-14,2.0222,2.0374,1.869,1.9182,2317159,2317159
2020-11-15,1.9204,2.218,1.9133,2.0407,7009325,7009325
2020-11-16,2.039,2.37,1.9858,2.2626,7162125,7162125
2020-11-17,2.2665,2.33,2.125,2.1998,5142151,5142151
2020-11-18,2.1962,2.2173,2.0001,2.1153,4318166,4318166
2020-11-19,2.1122,2.1848,2.0136,2.085,2921103,2921103
2020-11-20,2.0841,2.2387,2.0521,2.1033,3421570,3421570
2020-11-21,2.0999,2.51,2.0351,2.3822,6792951,6792951
2020-11-22,2.3825,2.4201,2.04,2.1514,5384096,5384096
2020-11-23,2.161,2.3635,2.112,2.2786,4728024,4728024
2020-11-24,2.2786,2.4731,2.1338,2.2823,8099789,8099789
2020-11-25,2.2795,2.49,2.1703,2.2661,8395020,8395020
2020-11-26,2.2653,2.3101,1.7212,1.9111,13120752,13120752
2020-11-27,1.9117,2.04,1.7694,1.861,3400282,3400282
2020-11-28,1.8644,1.94,1.8016,1.8868,2587763,2587763
2020-11-29,1.8858,1.947,1.85,1.9153,1640192,1640192
2020-11-30,1.9184,2.0182,1.9034,1.9665,2153816,2153816
2020-12-01,1.9641,2.1404,1.9168,1.9738,4264962,4264962
2020-12-02,1.9702,2.2098,1.9333,2.1209,4622524,4622524
2020-12-03,2.119,2.2279,2.074,2.0967,6879026,6879026
2020-12-04,2.0967,2.1123,1.836,1.8535,2831580,2831580
2020-12-05,1.8507,1.983,1.82,1.9795,2064360,2064360
2020-12-06,1.9795,1.9907,1.7956,1.8505,2103758,2103758
2020-12-07,1.8515,1.899,1.8088,1.8272,1782235,1782235
2020-12-08,1.8301,1.8301,1.6211,1.6631,3952989,3952989
2020-12-09,1.66,1.6777,1.5,1.6592,3356724,3356724
2020-12-10,1.6599,1.6664,1.5395,1.5683,1690563,1690563
2020-12-11,1.5739,1.5774,1.4328,1.4389,2118546,2118546
2020-12-12,1.4368,1.5382,1.4366,1.4912,2138974,2138974
2020-12-13,1.4909,1.7,1.4578,1.5701,2750609,2750609
2020-12-14,1.5651,1.6253,1.5224,1.5946,2364778,2364778
2020-12-15,1.594,1.8039,1.5875,1.7586,6137279,6137279
2020-12-16,1.7577,1.7919,1.6025,1.7829,5244157,5244157
2020-12-17,1.78,1.8064,1.6382,1.68,4361515,4361515
2020-12-18,1.6769,1.7077,1.6307,1.7014,1881531,1881531
2020-12-19,1.6987,1.7677,1.6595,1.6707,2284718,2284718
2020-12-20,1.6706,1.6889,1.521,1.5635,2205354,2205354
2020-12-21,1.5605,1.62,1.49,1.5331,1962929,1962929
2020-12-22,1.5354,1.5799,1.47,1.49,3101990,3101990
2020-12-23,1.49,1.5126,1.0301,1.198,5671452,5671452
2020-12-24,1.1987,1.3888,1.1652,1.3612,2284843,2284843
2020-12-25,1.3641,1.4599,1.3417,1.4464,1960791,1960791
2020-12-26,1.4488,1.4497,1.3118,1.3258,1249352,1249352
2020-12-27,1.324,1.417,1.2616,1.3037,2890460,2890460
2020-12-28,1.3041,1.5223,1.2867,1.5172,3054831,3054831
2020-12-29,1.5187,1.735,1.4388,1.6704,7729613,7729613
2020-12-30,1.6734,1.6903,1.5235,1.535,3448579,3448579
2020-12-31,1.5337,1.5523,1.42,1.5073,3244558,3244558
2021-01-01,1.5088,1.86,1.499,1.8421,7454786,7454786
2021-01-02,1.8421,2.0,1.7116,1.7999,9557980,9557980
2021-01-03,1.7998,2.38,1.7973,2.1779,17482673,17482673
2021-01-04,2.1789,2.4989,1.86,2.4909,17263517,17263517
2021-01-05,2.4911,2.5093,2.0621,2.1636,15133557,15133557
2021-01-06,2.1636,2.189,1.9017,1.9414,17221696,17221696
2021-01-07,1.9404,2.65,1.9214,2.3635,70874327,70874327
2021-01-08,2.3655,3.8,2.175,3.2214,88937219,88937219
2021-01-09,3.212,3.6998,2.93,3.3829,32398842,32398842
2021-01-10,3.3734,3.7517,3.1556,3.449,19820052,19820052
2021-01-11,3.4455,3.5282,2.5795,3.1016,26060971,26060971
2021-01-12,3.1016,3.88,3.058,3.6354,24684774,24684774
2021-01-13,3.6354,3.637,3.2633,3.5242,17689395,17689395
2021-01-14,3.5243,3.5955,3.1814,3.2921,21634400,21634400
2021-01-15,3.2921,3.4489,2.9618,3.2475,15747506,15747506
2021-01-16,3.2479,3.7081,3.2463,3.4247,29411668,29411668
2021-01-17,3.4251,3.9876,3.3,3.8268,31265663,31265663
2021-01-18,3.8243,4.17,3.6167,3.7868,24245044,24245044
2021-01-19,3.7873,4.0498,3.6,3.6287,18206626,18206626
2021-01-20,3.6288,3.7413,3.34,3.7166,17069848,17069848
2021-01-21,3.7199,3.7411,2.9717,2.9899,14701372,14701372
2021-01-22,2.9893,3.4992,2.5295,3.3352,20052814,20052814
2021-01-23,3.3302,3.6,3.3056,3.5079,7924853,7924853
2021-01-24,3.5018,3.79,3.4781,3.6278,8934610,8934610
2021-01-25,3.6287,3.9928,3.4398,3.7038,24997969,24997969
2021-01-26,3.7036,4.097,3.6478,4.041,25778078,25778078
2021-01-27,4.0418,4.0422,3.5114,3.675,9309018,9309018
2021-01-28,3.664,3.96,3.6,3.81,7853439,7853439
2021-01-29,3.8092,3.912,3.6,3.8293,11255370,11255370
2021-01-30,3.8301,4.3179,3.7667,4.228,15975662,15975662
2021-01-31,4.228,4.805,4.154,4.2525,24123927,24123927
2021-02-01,4.2568,4.617,4.1075,4.6148,9013963,9013963
2021-02-02,4.6148,5.4026,4.4632,5.2331,26689709,26689709
2021-02-03,5.243,5.783,5.0513,5.7311,21574159,21574159
2021-02-04,5.7339,6.5426,5.5676,6.4085,33394633,33394633
2021-02-05,6.4181,7.1438,6.4086,6.7005,28683157,28683157
2021-02-06,6.7001,6.8181,5.7,6.1225,30867026,30867026
2021-02-07,6.1219,6.8807,5.75,6.6976,32805036,32805036
2021-02-08,6.6931,8.078,6.4554,7.855,49942119,49942119
2021-02-09,7.8651,8.4945,7.55,7.8005,38293809,38293809
2021-02-10,7.8005,9.09,7.26,9.09,36539932,36539932
2021-02-11,9.0897,9.7425,8.72,9.2004,52587971,52587971
2021-02-12,9.2058,9.93,9.0353,9.2,27168226,27168226
2021-02-13,9.2007,9.5117,8.658,8.7441,31507609,31507609
2021-02-14,8.7448,9.23,8.5293,8.7158,25413161,25413161
2021-02-15,8.7234,9.38,7.7,8.8516,29417065,29417065
2021-02-16,8.866,9.0,7.9601,8.3002,19153014,19153014
2021-02-17,8.3035,8.45,7.5182,8.2357,26819100,26819100
2021-02-18,8.2412,9.32,8.23,8.9771,21998195,21998195
2021-02-19,8.988,11.85,8.5257,11.4912,72459294,72459294
2021-02-20,11.4845,11.8327,9.754,9.9869,50507984,50507984
2021-02-21,9.9849,11.6707,9.8101,11.0753,39855306,39855306
2021-02-22,11.0738,14.8,9.1,14.4191,169938699,169938699
2021-02-23,14.4176,15.8888,11.47,15.2244,343036326,343036326
2021-02-24,15.2389,18.2052,14.7917,17.1691,177956628,177956628
2021-02-25,17.1745,17.69,13.6579,13.8442,151275933,151275933
2021-02-26,13.8565,15.5083,13.1,13.5962,113366684,113366684
2021-02-27,13.5864,14.8359,13.01,13.1916,86421910,86421910
2021-02-28,13.1853,13.7739,11.417,13.0887,90254864,90254864
2021-03-01,13.08,15.5469,13.0102,14.9855,80299278,80299278
2021-03-02,14.9989,15.25,13.3544,13.9438,58918570,58918570
2021-03-03,13.9546,14.738,13.7018,14.0742,46641795,46641795
2021-03-04,14.0936,14.2737,12.736,13.0508,37143577,37143577
2021-03-05,13.0649,13.0992,12.1251,12.5382,25992581,25992581
2021-03-06,12.5507,13.31,11.9,13.0421,38310955,38310955
2021-03-07,13.0443,14.014,12.7049,13.8174,40433938,40433938
2021-03-08,13.8174,13.906,12.996,13.6028,28420084,28420084
2021-03-09,13.608,14.9921,13.1985,14.839,36980232,36980232
2021-03-10,14.85,15.2118,14.0525,14.2048,28288700,28288700
2021-03-11,14.2011,16.3222,13.67,16.031,61653754,61653754
2021-03-12,16.0519,16.5,14.0803,14.5597,56522592,56522592
2021-03-13,14.5532,15.4072,13.8439,15.3033,38570674,38570674
2021-03-14,15.2902,15.376,14.3399,14.4605,25743993,25743993
2021-03-15,14.461,14.8214,13.6179,14.1577,28644014,28644014
2021-03-16,14.1586,14.2933,13.1389,13.6392,34213686,34213686
2021-03-17,13.6379,14.2685,13.0326,14.2018,23249828,23249828
2021-03-18,14.1987,14.75,13.957,14.204,22525364,22525364
2021-03-19,14.2153,14.4883,13.8554,14.1552,20715848,20715848
2021-03-20,14.1588,14.9793,14.09,14.1894,20257722,20257722
2021-03-21,14.1788,14.3636,13.638,14.3372,16710937,16710937
2021-03-22,14.3372,16.59,14.1697,14.7964,80202279,80202279
2021-03-23,14.7962,15.227,14.0146,14.1552,29200863,29200863
2021-03-24,14.1433,15.3719,13.5842,13.5973,33720016,33720016
2021-03-25,13.5844,13.7329,12.47,12.9787,30105541,30105541
2021-03-26,12.9789,14.7921,12.3043,14.7664,40946344,40946344
2021-03-27,14.7751,16.8,14.7173,16.4589,63898875,63898875
2021-03-28,16.4516,19.38,16.3049,18.0645,131121238,131121238
2021-03-29,18.0645,19.0,17.6439,18.9504,56347906,56347906
2021-03-30,18.9504,20.87,18.9105,19.0685,75587274,75587274
2021-03-31,19.0645,19.8154,18.0,19.3861,53121280,53121280
2021-04-01,19.3818,20.3583,18.7433,19.0443,43548214,43548214
2021-04-02,19.0443,19.8003,18.345,19.7501,33917396,33917396
2021-04-03,19.7513,23.8476,19.7228,22.5,137391230,137391230
2021-04-04,22.4672,25.5309,21.9867,23.7755,126161802,126161802
2021-04-05,23.7755,24.78,22.7664,22.9717,66850404,66850404
2021-04-06,22.9876,25.3,21.7554,25.0548,78333293,78333293
2021-04-07,25.0548,27.5203,22.9078,26.5385,201814363,201814363
2021-04-08,26.537,27.9951,25.6431,26.9384,112559503,112559503
2021-04-09,26.9261,29.0,26.7097,27.6172,85351831,85351831
2021-04-10,27.6194,28.2948,25.9017,26.8021,73911290,73911290
2021-04-11,26.7993,28.649,25.5131,27.8517,67836753,67836753
2021-04-12,27.8598,29.9295,26.8049,28.5424,80542411,80542411
2021-04-13,28.5266,28.8162,26.2616,27.4507,62367159,62367159
2021-04-14,27.4571,27.5613,24.7,26.4067,94840132,94840132
2021-04-15,26.4182,28.2,25.4479,27.7816,57745447,57745447
2021-04-16,27.7946,28.2571,24.8547,25.2996,70603854,70603854
2021-04-17,25.2926,26.7914,24.8181,24.85,63171961,63171961
2021-04-18,24.8517,32.99,21.1,32.3358,322873223,322873223
2021-04-19,32.3324,36.095,29.8066,31.4711,395020951,395020951
2021-04-20,31.5303,32.8,28.81,31.7028,216033040,216033040
2021-04-21,31.6939,35.1801,30.1101,32.5534,215427917,215427917
2021-04-22,32.5965,41.1587,31.4586,38.9,522706696,522706696
2021-04-23,38.8718,41.74,31.4936,37.3893,523364025,523364025
2021-04-24,37.3018,43.6397,34.5861,40.8401,378538393,378538393
2021-04-25,40.8525,48.644,40.572,47.405,530145484,530145484
2021-04-26,47.395,48.499,43.267,43.878,510656400,510656400
2021-04-27,43.884,46.606,42.5,43.147,315533192,315533192
2021-04-28,43.147,46.962,40.516,44.833,347808465,347808465
2021-04-29,44.831,46.233,40.906,42.484,251627153,251627153
2021-04-30,42.452,44.313,41.21,42.786,141789174,141789174
2021-05-01,42.786,49.88,42.001,49.67,267045680,267045680
2021-05-02,49.646,49.99,45.904,46.897,179774455,179774455
2021-05-03,46.926,49.0,44.774,45.912,174276397,174276397
2021-05-04,45.935,47.81,42.26,42.636,188277042,188277042
2021-05-05,42.636,46.0,42.305,44.98,123635464,123635464
2021-05-06,44.965,44.98,42.55,43.496,102163369,102163369
2021-05-07,43.496,46.243,41.42,43.182,141988293,141988293
2021-05-08,43.154,46.65,42.275,45.612,112805791,112805791
2021-05-09,45.632,47.15,42.6,44.33,138870748,138870748
2021-05-10,44.33,45.89,39.0,42.854,124756005,124756005
2021-05-11,42.868,45.18,39.7,44.538,115628588,115628588
2021-05-12,44.579,49.243,42.18,43.709,348904390,348904390
2021-05-13,43.394,45.501,37.43,41.049,299309995,299309995
2021-05-14,41.051,44.897,39.901,42.7,144598209,144598209
2021-05-15,42.697,45.5,39.305,43.486,140531821,140531821
2021-05-16,43.462,52.6,41.602,46.85,619838806,619838806
2021-05-17,46.85,51.985,43.01,46.708,670057766,670057766
2021-05-18,46.747,58.38,46.051,55.977,665410806,665410806
2021-05-19,55.969,57.691,26.5,34.988,985527942,985527942
2021-05-20,34.987,53.0,32.0,44.42,772138094,772138094
2021-05-21,44.367,47.7,33.673,38.925,555354956,555354956
2021-05-22,38.925,40.0,31.134,31.222,359703861,359703861
2021-05-23,31.222,32.4,19.117,24.536,632115869,632115869
2021-05-24,24.53,32.19,24.496,31.416,443929987,443929987
2021-05-25,31.42,33.195,25.915,29.973,298415170,298415170
2021-05-26,29.985,37.25,28.858,35.43,358243359,358243359
2021-05-27,35.427,35.594,30.976,33.747,191965509,191965509
2021-05-28,33.761,34.551,28.0,28.989,194317729,194317729
2021-05-29,28.993,30.066,25.7,27.388,109362582,109362582
2021-05-30,27.407,29.781,25.586,28.588,111975244,111975244
2021-05-31,28.573,33.014,27.489,32.75,160794249,160794249
2021-06-01,32.759,33.285,29.852,30.938,127601407,127601407
2021-06-02,30.931,35.129,30.402,33.994,150880106,150880106
2021-06-03,33.994,41.523,33.736,39.602,299415873,299415873
2021-06-04,39.599,39.737,34.187,37.338,328450531,328450531
2021-06-05,37.356,42.787,36.982,39.633,349869352,349869352
2021-06-06,39.663,43.4,38.912,42.205,254022477,254022477
2021-06-07,42.2,44.2,37.8,38.235,337872362,337872362
2021-06-08,38.2,42.596,33.6,41.245,635390288,635390288
2021-06-09,41.245,44.0,39.291,42.032,454086698,454086698
2021-06-10,42.032,43.097,39.459,41.105,213330357,213330357
2021-06-11,41.091,41.376,35.074,36.157,182293620,182293620
2021-06-12,36.131,37.64,34.1,36.476,187288052,187288052
2021-06-13,36.492,39.442,34.72,38.706,150202838,150202838
2021-06-14,38.713,40.561,36.627,39.694,177057758,177057758
2021-06-15,39.7,41.741,39.154,39.536,150827423,150827423
2021-06-16,39.513,41.75,37.455,39.728,199446618,199446618
2021-06-17,39.73,41.264,38.211,39.265,130590317,130590317
2021-06-18,39.259,39.502,34.898,36.82,139854390,139854390
2021-06-19,36.802,37.318,34.901,35.19,79787571,79787571
2021-06-20,35.195,35.949,31.3,35.257,133260490,133260490
2021-06-21,35.248,35.499,25.925,26.59,246501068,246501068
2021-06-22,26.597,28.813,20.187,26.958,393752740,393752740
2021-06-23,26.957,32.9,25.626,30.837,360070228,360070228
2021-06-24,30.835,33.0,28.481,31.141,221085666,221085666
2021-06-25,31.144,32.989,27.949,28.641,219888857,219888857
2021-06-26,28.619,30.181,26.659,29.698,183566327,183566327
2021-06-27,29.691,31.95,29.186,31.897,178035416,178035416
2021-06-28,31.883,34.34,30.961,33.001,162522646,162522646
2021-06-29,33.018,35.837,32.665,33.97,154213056,154213056
2021-06-30,33.974,36.0,31.555,35.51,178975642,178975642
2021-07-01,35.51,35.567,32.17,33.271,151028766,151028766
2021-07-02,33.27,34.217,31.367,34.0,140908038,140908038
2021-07-03,34.001,35.406,33.217,34.498,105690439,105690439
2021-07-04,34.497,35.531,33.533,34.28,103428667,103428667
2021-07-05,34.278,34.49,32.37,32.908,100655425,100655425
2021-07-06,32.908,35.041,32.883,34.226,111418811,111418811
2021-07-07,34.221,38.1,33.82,36.673,167269030,167269030
2021-07-08,36.667,36.934,32.654,33.142,156944971,156944971
2021-07-09,33.134,34.46,31.976,33.315,93430690,93430690
2021-07-10,33.315,34.215,31.025,31.693,92460631,92460631
2021-07-11,31.716,32.568,31.3,32.182,62238927,62238927
2021-07-12,32.173,32.696,30.011,30.77,70408687,70408687
2021-07-13,30.77,31.096,28.81,29.136,54860385,54860385
2021-07-14,29.154,31.5,27.363,31.365,101600599,101600599
2021-07-15,31.365,31.485,27.975,28.545,107745442,107745442
2021-07-16,28.562,29.478,26.196,26.271,81405823,81405823
2021-07-17,26.269,27.836,25.979,26.802,56460667,56460667
2021-07-18,26.789,27.756,26.233,26.673,46674422,46674422
2021-07-19,26.679,26.71,23.975,24.509,78158738,78158738
2021-07-20,24.524,24.982,22.1,23.474,82758691,82758691
2021-07-21,23.484,27.461,22.8,26.7,116862935,116862935
2021-07-22,26.706,28.17,25.91,27.699,71691184,71691184
2021-07-23,27.7,28.713,26.385,28.516,83834585,83834585
2021-07-24,28.53,29.548,28.013,28.616,77044282,77044282
2021-07-25,28.626,28.898,26.5,28.248,65090395,65090395
2021-07-26,28.247,31.115,27.83,28.184,185071260,185071260
2021-07-27,28.183,28.95,26.893,28.103,83973834,83973834
2021-07-28,28.119,28.76,27.354,27.875,65388598,65388598
2021-07-29,27.891,31.888,27.319,31.235,110419263,110419263
2021-07-30,31.238,33.084,29.91,32.354,156365971,156365971
2021-07-31,32.354,37.004,31.653,36.744,146906971,146906971
2021-08-01,36.742,36.822,33.165,34.165,123483357,123483357
2021-08-02,34.178,35.95,33.0,33.167,106104314,106104314
2021-08-03,33.177,35.9,32.327,34.105,119580010,119580010
2021-08-04,34.094,36.658,33.236,35.76,99340895,99340895
2021-08-05,35.757,38.267,35.5,37.353,150224471,150224471
2021-08-06,37.354,40.4,35.611,39.525,151446524,151446524
2021-08-07,39.502,40.5,37.502,39.469,139249910,139249910
2021-08-08,39.454,39.549,36.896,37.65,77745568,77745568
2021-08-09,37.653,39.999,36.351,38.646,82127593,82127593
2021-08-10,38.646,41.678,38.183,40.64,104631605,104631605
2021-08-11,40.639,43.729,40.605,41.621,106505944,106505944
2021-08-12,41.619,43.401,39.316,41.102,98924676,98924676
2021-08-13,41.105,44.911,40.668,44.83,99544516,99544516
2021-08-14,44.859,44.874,42.727,44.14,67926559,67926559
2021-08-15,44.124,54.8,43.361,53.531,309850774,309850774
2021-08-16,53.515,69.132,52.269,62.016,947671575,947671575
2021-08-17,62.042,75.155,58.822,64.123,1024581216,1024581216
2021-08-18,64.135,80.5,59.722,72.663,1093260830,1093260830
2021-08-19,72.659,75.436,68.24,72.764,562302367,562302367
2021-08-20,72.8,80.0,70.873,78.643,424719084,424719084
2021-08-21,78.684,82.0,72.6,73.801,396408173,396408173
2021-08-22,73.852,77.6,71.244,72.775,213468963,213468963
2021-08-23,72.751,76.81,71.545,75.623,306079632,306079632
2021-08-24,75.647,79.45,68.5,70.527,508984577,508984577
2021-08-25,70.519,72.83,66.03,71.973,351840973,351840973
2021-08-26,71.982,78.3,66.2,74.92,480323043,480323043
2021-08-27,74.92,88.92,72.55,87.98,721830146,721830146
2021-08-28,87.98,97.82,85.59,96.22,531913395,531913395
2021-08-29,96.17,97.82,90.3,94.23,390634983,390634983
2021-08-30,94.23,116.84,93.58,110.25,1163838842,1163838842
2021-08-31,110.26,130.11,103.06,108.27,1927599440,1927599440
2021-09-01,108.27,119.72,105.89,110.71,908134889,908134889
2021-09-02,110.71,131.96,109.18,128.23,1113846856,1113846856
2021-09-03,128.2,148.99,128.12,146.4,1668352305,1668352305
2021-09-04,146.36,150.6,135.73,138.88,882463269,882463269
2021-09-05,138.88,144.99,134.74,142.0,646117252,646117252
2021-09-06,141.98,166.13,136.92,164.22,1281375300,1281375300
2021-09-07,164.19,195.48,128.01,173.46,4280553283,4280553283
2021-09-08,173.49,198.0,146.5,191.02,2877007646,2877007646
2021-09-09,191.02,216.0,180.7,187.9,3302106193,3302106193
2021-09-10,187.89,197.41,167.82,179.6,1634482755,1634482755
2021-09-11,179.6,193.51,175.14,179.04,1248193831,1248193831
2021-09-12,179.05,181.75,170.15,174.29,647992867,647992867
2021-09-13,174.31,175.0,150.3,169.53,1356943603,1356943603
2021-09-14,169.54,171.83,142.6,158.88,1261689247,1261689247
2021-09-15,158.72,166.5,153.69,158.79,976500292,976500292
2021-09-16,158.77,163.5,147.35,152.29,738871246,738871246
2021-09-17,152.3,153.55,134.0,147.58,1088492757,1088492757
2021-09-18,147.59,171.47,144.1,169.22,1302873557,1302873557
2021-09-19,169.22,170.96,150.6,152.76,794443935,794443935
2021-09-20,152.78,153.43,130.26,132.77,1432110844,1432110844
2021-09-21,132.77,144.64,116.0,124.29,1275393492,1275393492
2021-09-22,124.3,151.36,122.1,148.02,1022897106,1022897106
2021-09-23,148.02,152.5,142.92,149.91,767818469,767818469
2021-09-24,149.9,151.2,128.15,139.13,928759366,928759366
2021-09-25,139.11,144.18,133.54,136.06,446899248,446899248
2021-09-26,136.05,140.81,124.8,135.64,579686581,579686581
2021-09-27,135.7,148.92,133.72,136.35,740686665,740686665
2021-09-28,136.34,139.4,128.17,132.2,521861056,521861056
2021-09-29,132.22,140.17,131.12,135.25,502380517,502380517
2021-09-30,135.24,142.95,134.02,141.37,465705307,465705307
2021-10-01,141.38,164.95,138.25,161.56,1029107048,1029107048
2021-10-02,161.62,175.0,156.06,168.98,839389841,839389841
2021-10-03,169.0,177.79,165.58,172.98,730363770,730363770
2021-10-04,172.99,173.34,162.0,167.13,725561361,725561361
2021-10-05,167.13,170.18,159.68,164.62,559005861,559005861
2021-10-06,164.64,165.42,150.1,153.87,707202511,707202511
2021-10-07,153.9,161.42,150.34,154.26,507033126,507033126
